torneo,fecha,date,local,visitante,resultado
Apertura 06,4,26/08/2006,Chicago,Quilmes,2 - 1
Apertura 06,4,26/08/2006,Newell's,Racing,0 - 0
Apertura 06,4,27/08/2006,River,Argentinos,2 - 0
Apertura 06,4,27/08/2006,Independiente,Banfield,2 - 1
Apertura 06,4,27/08/2006,San Lorenzo,Boca,1 - 7
Apertura 06,4,27/08/2006,Estudiantes LP,Belgrano Cba.,1 - 2
Apertura 06,4,27/08/2006,Gimnasia LP,Colón,3 - 2
Apertura 06,5,01/09/2006,Argentinos,Newell's,0 - 0
Apertura 06,5,02/09/2006,Banfield,San Lorenzo,1 - 2
Apertura 06,5,02/09/2006,Central,Independiente,2 - 2
Apertura 06,5,03/09/2006,Gimnasia (J),Chicago,3 - 0
Apertura 06,5,03/09/2006,Colón,Godoy Cruz,2 - 0
Apertura 06,5,03/09/2006,Belgrano Cba.,Gimnasia LP,1 - 0
Apertura 06,5,03/09/2006,Boca,Estudiantes LP,2 - 0
Apertura 06,5,03/09/2006,Racing,Lanús,0 - 1
Apertura 06,5,03/09/2006,Arsenal,River,0 - 2
Apertura 06,5,03/09/2006,Quilmes,Vélez,0 - 3
Apertura 06,6,08/09/2006,San Lorenzo,Central,3 - 1
Apertura 06,6,08/09/2006,Estudiantes LP,Banfield,0 - 0
Apertura 06,6,09/09/2006,Godoy Cruz,Belgrano Cba.,1 - 1
Apertura 06,6,09/09/2006,Vélez,Gimnasia (J),2 - 0
Apertura 06,6,09/09/2006,Racing,Argentinos,2 - 3
Apertura 06,6,10/09/2006,Chicago,Colón,1 - 0
Apertura 06,6,10/09/2006,River,Quilmes,2 - 1
Apertura 06,6,10/09/2006,Lanús,Independiente,2 - 4
Apertura 06,6,10/09/2006,Newell's,Arsenal,2 - 2
Apertura 06,6,08/11/2006,Gimnasia LP,Boca,1 - 4
Apertura 06,7,15/09/2006,Quilmes,Newell's,2 - 3
Apertura 06,7,16/09/2006,Argentinos,Lanús,1 - 3
Apertura 06,7,16/09/2006,Arsenal,Racing,3 - 2
Apertura 06,7,17/09/2006,Gimnasia (J),River,1 - 2
Apertura 06,7,17/09/2006,Belgrano Cba.,Chicago,1 - 1
Apertura 06,7,17/09/2006,Boca,Godoy Cruz,0 - 0
Apertura 06,7,17/09/2006,Banfield,Gimnasia LP,0 - 0
Apertura 06,7,17/09/2006,Central,Estudiantes LP,1 - 0
Apertura 06,7,17/09/2006,Independiente,San Lorenzo,0 - 1
Apertura 06,7,25/10/2006,Colón,Vélez,1 - 0
Apertura 06,8,22/09/2006,Estudiantes LP,Independiente,2 - 1
Apertura 06,8,23/09/2006,Vélez,Belgrano Cba.,2 - 0
Apertura 06,8,23/09/2006,Lanús,San Lorenzo,2 - 0
Apertura 06,8,23/09/2006,Argentinos,Arsenal,1 - 2
Apertura 06,8,24/09/2006,Godoy Cruz,Banfield,1 - 3
Apertura 06,8,24/09/2006,Chicago,Boca,0 - 1
Apertura 06,8,24/09/2006,River,Colón,1 - 1
Apertura 06,8,24/09/2006,Newell's,Gimnasia (J),1 - 0
Apertura 06,8,24/09/2006,Racing,Quilmes,1 - 0
Apertura 06,8,24/09/2006,Gimnasia LP,Central,0 - 1
Apertura 06,9,29/09/2006,Colón,Newell's,1 - 1
Apertura 06,9,30/09/2006,Gimnasia (J),Racing,0 - 3
Apertura 06,9,30/09/2006,Banfield,Chicago,1 - 1
Apertura 06,9,30/09/2006,San Lorenzo,Estudiantes LP,0 - 1
Apertura 06,9,01/10/2006,Belgrano Cba.,River,1 - 1
Apertura 06,9,01/10/2006,Boca,Vélez,3 - 2
Apertura 06,9,01/10/2006,Central,Godoy Cruz,1 - 1
Apertura 06,9,01/10/2006,Independiente,Gimnasia LP,3 - 0
Apertura 06,9,01/10/2006,Arsenal,Lanús,1 - 1
Apertura 06,9,01/10/2006,Quilmes,Argentinos,2 - 2
Apertura 06,10,06/10/2006,Chicago,Central,0 - 3
Apertura 06,10,06/10/2006,Gimnasia LP,San Lorenzo,3 - 2
Apertura 06,10,07/10/2006,Godoy Cruz,Independiente,3 - 1
Apertura 06,10,07/10/2006,Vélez,Banfield,2 - 2
Apertura 06,10,07/10/2006,Lanús,Estudiantes LP,0 - 3
Apertura 06,10,07/10/2006,Argentinos,Gimnasia (J),2 - 1
Apertura 06,10,07/10/2006,Arsenal,Quilmes,2 - 1
Apertura 06,10,08/10/2006,River,Boca,3 - 1
Apertura 06,10,08/10/2006,Newell's,Belgrano Cba.,0 - 1
Apertura 06,10,08/10/2006,Racing,Colón,2 - 1
Apertura 06,11,13/10/2006,Central,Vélez,1 - 2
Apertura 06,11,14/10/2006,Colón,Argentinos,3 - 1
Apertura 06,11,14/10/2006,Independiente,Chicago,3 - 2
Apertura 06,11,14/10/2006,Quilmes,Lanús,1 - 2
Apertura 06,11,15/10/2006,Gimnasia (J),Arsenal,0 - 0
Apertura 06,11,15/10/2006,Belgrano Cba.,Racing,0 - 1
Apertura 06,11,15/10/2006,Boca,Newell's,3 - 1
Apertura 06,11,15/10/2006,Banfield,River,0 - 1
Apertura 06,11,15/10/2006,San Lorenzo,Godoy Cruz,3 - 0
Apertura 06,11,15/10/2006,Estudiantes LP,Gimnasia LP,7 - 0
Apertura 06,12,20/10/2006,Chicago,San Lorenzo,2 - 1
Apertura 06,12,21/10/2006,Vélez,Independiente,2 - 1
Apertura 06,12,21/10/2006,Arsenal,Colón,2 - 1
Apertura 06,12,22/10/2006,Godoy Cruz,Estudiantes LP,1 - 3
Apertura 06,12,22/10/2006,River,Central,2 - 0
Apertura 06,12,22/10/2006,Lanús,Gimnasia LP,0 - 1
Apertura 06,12,22/10/2006,Newell's,Banfield,0 - 0
Apertura 06,12,22/10/2006,Argentinos,Belgrano Cba.,2 - 1
Apertura 06,12,22/10/2006,Quilmes,Gimnasia (J),2 - 0
Apertura 06,12,01/11/2006,Racing,Boca,0 - 0
Apertura 06,13,27/10/2006,Gimnasia (J),Lanús,2 - 0
Apertura 06,13,28/10/2006,San Lorenzo,Vélez,2 - 2
Apertura 06,13,28/10/2006,Estudiantes LP,Chicago,2 - 1
Apertura 06,13,29/10/2006,Colón,Quilmes,0 - 0
Apertura 06,13,29/10/2006,Belgrano Cba.,Arsenal,0 - 1
Apertura 06,13,29/10/2006,Boca,Argentinos,2 - 1
Apertura 06,13,29/10/2006,Central,Newell's,4 - 1
Apertura 06,13,29/10/2006,Independiente,River,0 - 0
Apertura 06,13,29/10/2006,Gimnasia LP,Godoy Cruz,2 - 1
Apertura 06,13,08/11/2006,Banfield,Racing,3 - 2
Apertura 06,14,03/11/2006,Argentinos,Banfield,1 - 1
Apertura 06,14,04/11/2006,Vélez,Estudiantes LP,0 - 1
Apertura 06,14,04/11/2006,Racing,Central,1 - 1
Apertura 06,14,05/11/2006,Gimnasia (J),Colón,2 - 0
Apertura 06,14,05/11/2006,Chicago,Gimnasia LP,2 - 2
Apertura 06,14,05/11/2006,River,San Lorenzo,5 - 0
Apertura 06,14,05/11/2006,Lanús,Godoy Cruz,3 - 3
Apertura 06,14,05/11/2006,Newell's,Independiente,0 - 1
Apertura 06,14,05/11/2006,Arsenal,Boca,1 - 2
Apertura 06,14,05/11/2006,Quilmes,Belgrano Cba.,2 - 3
Apertura 06,15,11/11/2006,Banfield,Arsenal,1 - 2
Apertura 06,15,11/11/2006,Estudiantes LP,River,3 - 1
Apertura 06,15,12/11/2006,Godoy Cruz,Chicago,4 - 0
Apertura 06,15,12/11/2006,Colón,Lanús,1 - 3
Apertura 06,15,12/11/2006,Belgrano Cba.,Gimnasia (J),0 - 1
Apertura 06,15,12/11/2006,Boca,Quilmes,3 - 1
Apertura 06,15,12/11/2006,Central,Argentinos,2 - 1
Apertura 06,15,12/11/2006,Independiente,Racing,2 - 0
Apertura 06,15,12/11/2006,San Lorenzo,Newell's,2 - 1
Apertura 06,15,12/11/2006,Gimnasia LP,Vélez,0 - 3
Apertura 06,16,17/11/2006,Argentinos,Independiente,2 - 0
Apertura 06,16,18/11/2006,Vélez,Godoy Cruz,2 - 0
Apertura 06,16,18/11/2006,Lanús,Chicago,1 - 0
Apertura 06,16,18/11/2006,Newell's,Estudiantes LP,1 - 2
Apertura 06,16,18/11/2006,Arsenal,Central,1 - 0
Apertura 06,16,19/11/2006,Gimnasia (J),Boca,1 - 2
Apertura 06,16,19/11/2006,Colón,Belgrano Cba.,2 - 0
Apertura 06,16,19/11/2006,River,Gimnasia LP,2 - 0
Apertura 06,16,19/11/2006,Quilmes,Banfield,1 - 2
Apertura 06,16,21/02/2007,Racing,San Lorenzo,0 - 1
Apertura 06,17,24/11/2006,Central,Quilmes,4 - 2
Apertura 06,17,24/11/2006,San Lorenzo,Argentinos,0 - 0
Apertura 06,17,25/11/2006,Chicago,Vélez,1 - 1
Apertura 06,17,25/11/2006,Estudiantes LP,Racing,2 - 0
Apertura 06,17,26/11/2006,Godoy Cruz,River,0 - 1
Apertura 06,17,26/11/2006,Belgrano Cba.,Lanús,1 - 1
Apertura 06,17,26/11/2006,Boca,Colón,4 - 1
Apertura 06,17,26/11/2006,Banfield,Gimnasia (J),1 - 2
Apertura 06,17,26/11/2006,Independiente,Arsenal,2 - 1
Apertura 06,17,26/11/2006,Gimnasia LP,Newell's,2 - 1
Apertura 06,18,01/12/2006,Lanús,Vélez,2 - 0
Apertura 06,18,01/12/2006,Quilmes,Independiente,1 - 3
Apertura 06,18,02/12/2006,Colón,Banfield,3 - 0
Apertura 06,18,02/12/2006,Newell's,Godoy Cruz,2 - 2
Apertura 06,18,02/12/2006,Racing,Gimnasia LP,3 - 1
Apertura 06,18,02/12/2006,Arsenal,San Lorenzo,2 - 2
Apertura 06,18,03/12/2006,Gimnasia (J),Central,1 - 0
Apertura 06,18,03/12/2006,Belgrano Cba.,Boca,1 - 0
Apertura 06,18,03/12/2006,River,Chicago,1 - 2
Apertura 06,18,03/12/2006,Argentinos,Estudiantes LP,2 - 2
Apertura 06,19,08/12/2006,Independiente,Gimnasia (J),1 - 2
Apertura 06,19,08/12/2006,San Lorenzo,Quilmes,2 - 4
Apertura 06,19,09/12/2006,Godoy Cruz,Racing,0 - 0
Apertura 06,19,09/12/2006,Chicago,Newell's,2 - 1
Apertura 06,19,09/12/2006,Gimnasia LP,Argentinos,1 - 0
Apertura 06,19,10/12/2006,Vélez,River,1 - 1
Apertura 06,19,10/12/2006,Boca,Lanús,1 - 2
Apertura 06,19,10/12/2006,Banfield,Belgrano Cba.,3 - 1
Apertura 06,19,10/12/2006,Central,Colón,3 - 0
Apertura 06,19,10/12/2006,Estudiantes LP,Arsenal,2 - 0
Clausura 07,1,09/02/2007,Independiente,Colón,1 - 3
Clausura 07,1,09/02/2007,Gimnasia LP,Arsenal,0 - 2
Clausura 07,1,10/02/2007,Banfield,Boca,0 - 4
Clausura 07,1,10/02/2007,Vélez,Newell's,2 - 0
Clausura 07,1,11/02/2007,San Lorenzo,Gimnasia (J),2 - 1
Clausura 07,1,11/02/2007,Central,Belgrano Cba.,1 - 0
Clausura 07,1,11/02/2007,River,Lanús,1 - 0
Clausura 07,1,11/02/2007,Chicago,Racing,1 - 1
Clausura 07,1,11/02/2007,Godoy Cruz,Argentinos,2 - 0
Clausura 07,1,12/02/2007,Estudiantes LP,Quilmes,2 - 0
Clausura 07,2,16/02/2007,Lanús,Banfield,2 - 1
Clausura 07,2,16/02/2007,Belgrano Cba.,Independiente,0 - 0
Clausura 07,2,17/02/2007,Arsenal,Godoy Cruz,2 - 1
Clausura 07,2,17/02/2007,Newell's,River,1 - 2
Clausura 07,2,17/02/2007,Colón,San Lorenzo,1 - 1
Clausura 07,2,17/02/2007,Gimnasia (J),Estudiantes LP,0 - 0
Clausura 07,2,18/02/2007,Argentinos,Chicago,3 - 0
Clausura 07,2,18/02/2007,Racing,Vélez,2 - 2
Clausura 07,2,18/02/2007,Boca,Central,1 - 1
Clausura 07,2,18/02/2007,Quilmes,Gimnasia LP,2 - 2
Clausura 07,3,23/02/2007,Estudiantes LP,Colón,2 - 2
Clausura 07,3,23/02/2007,Chicago,Arsenal,0 - 4
Clausura 07,3,24/02/2007,Independiente,Boca,1 - 3
Clausura 07,3,24/02/2007,Central,Banfield,1 - 1
Clausura 07,3,24/02/2007,Vélez,Argentinos,0 - 2
Clausura 07,3,25/02/2007,Gimnasia LP,Gimnasia (J),2 - 0
Clausura 07,3,25/02/2007,San Lorenzo,Belgrano Cba.,1 - 0
Clausura 07,3,25/02/2007,Lanús,Newell's,3 - 2
Clausura 07,3,25/02/2007,River,Racing,4 - 2
Clausura 07,3,25/02/2007,Godoy Cruz,Quilmes,3 - 0
Clausura 07,4,02/03/2007,Racing,Newell's,0 - 1
Clausura 07,4,02/03/2007,Colón,Gimnasia LP,1 - 2
Clausura 07,4,03/03/2007,Banfield,Independiente,2 - 1
Clausura 07,4,03/03/2007,Belgrano Cba.,Estudiantes LP,1 - 2
Clausura 07,4,04/03/2007,Gimnasia (J),Godoy Cruz,2 - 1
Clausura 07,4,04/03/2007,Quilmes,Chicago,1 - 0
Clausura 07,4,04/03/2007,Arsenal,Vélez,3 - 1
Clausura 07,4,04/03/2007,Argentinos,River,2 - 1
Clausura 07,4,04/03/2007,Central,Lanús,2 - 3
Clausura 07,4,04/03/2007,Boca,San Lorenzo,0 - 3
Clausura 07,5,09/03/2007,Chicago,Gimnasia (J),0 - 0
Clausura 07,5,09/03/2007,Independiente,Central,2 - 0
Clausura 07,5,10/03/2007,Estudiantes LP,Boca,1 - 3
Clausura 07,5,10/03/2007,Vélez,Quilmes,1 - 0
Clausura 07,5,11/03/2007,Godoy Cruz,Colón,2 - 0
Clausura 07,5,11/03/2007,Gimnasia LP,Belgrano Cba.,2 - 2
Clausura 07,5,11/03/2007,San Lorenzo,Banfield,2 - 1
Clausura 07,5,11/03/2007,Lanús,Racing,1 - 2
Clausura 07,5,11/03/2007,Newell's,Argentinos,1 - 0
Clausura 07,5,11/03/2007,River,Arsenal,2 - 1
Clausura 07,6,16/03/2007,Arsenal,Newell's,2 - 3
Clausura 07,6,16/03/2007,Banfield,Estudiantes LP,0 - 2
Clausura 07,6,17/03/2007,Independiente,Lanús,1 - 0
Clausura 07,6,17/03/2007,Central,San Lorenzo,0 - 1
Clausura 07,6,18/03/2007,Belgrano Cba.,Godoy Cruz,3 - 2
Clausura 07,6,18/03/2007,Colón,Chicago,1 - 2
Clausura 07,6,18/03/2007,Gimnasia (J),Vélez,0 - 1
Clausura 07,6,18/03/2007,Quilmes,River,0 - 1
Clausura 07,6,18/03/2007,Argentinos,Racing,1 - 0
Clausura 07,6,18/03/2007,Boca,Gimnasia LP,5 - 1
Clausura 07,7,23/03/2007,Racing,Arsenal,2 - 2
Clausura 07,7,23/03/2007,Chicago,Belgrano Cba.,2 - 0
Clausura 07,7,24/03/2007,Vélez,Colón,1 - 1
Clausura 07,7,24/03/2007,Estudiantes LP,Central,3 - 0
Clausura 07,7,25/03/2007,River,Gimnasia (J),0 - 1
Clausura 07,7,25/03/2007,Godoy Cruz,Boca,0 - 1
Clausura 07,7,25/03/2007,Gimnasia LP,Banfield,0 - 1
Clausura 07,7,25/03/2007,San Lorenzo,Independiente,4 - 3
Clausura 07,7,25/03/2007,Lanús,Argentinos,2 - 1
Clausura 07,7,25/03/2007,Newell's,Quilmes,2 - 2
Clausura 07,8,30/03/2007,Banfield,Godoy Cruz,0 - 0
Clausura 07,8,31/03/2007,Boca,Chicago,2 - 0
Clausura 07,8,01/04/2007,Belgrano Cba.,Vélez,3 - 0
Clausura 07,8,01/04/2007,San Lorenzo,Lanús,1 - 0
Clausura 07,8,01/04/2007,Gimnasia (J),Newell's,0 - 1
Clausura 07,8,01/04/2007,Arsenal,Argentinos,0 - 2
Clausura 07,8,01/04/2007,Independiente,Estudiantes LP,0 - 0
Clausura 07,8,25/04/2007,Central,Gimnasia LP,1 - 0
Clausura 07,8,02/05/2007,Colón,River,0 - 0
Clausura 07,8,02/05/2007,Quilmes,Racing,2 - 3
Clausura 07,9,06/04/2007,Racing,Gimnasia (J),0 - 1
Clausura 07,9,07/04/2007,Argentinos,Quilmes,1 - 1
Clausura 07,9,07/04/2007,Chicago,Banfield,2 - 1
Clausura 07,9,07/04/2007,Estudiantes LP,San Lorenzo,2 - 1
Clausura 07,9,08/04/2007,Newell's,Colón,1 - 3
Clausura 07,9,08/04/2007,River,Belgrano Cba.,1 - 1
Clausura 07,9,08/04/2007,Vélez,Boca,1 - 3
Clausura 07,9,08/04/2007,Godoy Cruz,Central,2 - 1
Clausura 07,9,08/04/2007,Gimnasia LP,Independiente,4 - 1
Clausura 07,9,08/04/2007,Lanús,Arsenal,0 - 0
Clausura 07,10,13/04/2007,Colón,Racing,1 - 1
Clausura 07,10,14/04/2007,San Lorenzo,Gimnasia LP,1 - 0
Clausura 07,10,14/04/2007,Independiente,Godoy Cruz,0 - 2
Clausura 07,10,15/04/2007,Central,Chicago,3 - 0
Clausura 07,10,15/04/2007,Banfield,Vélez,2 - 3
Clausura 07,10,15/04/2007,Boca,River,1 - 1
Clausura 07,10,15/04/2007,Estudiantes LP,Lanús,0 - 0
Clausura 07,10,15/04/2007,Belgrano Cba.,Newell's,0 - 2
Clausura 07,10,15/04/2007,Gimnasia (J),Argentinos,0 - 0
Clausura 07,10,08/05/2007,Quilmes,Arsenal,0 - 1
Clausura 07,11,20/04/2007,Arsenal,Gimnasia (J),1 - 0
Clausura 07,11,20/04/2007,Argentinos,Colón,1 - 1
Clausura 07,11,21/04/2007,Chicago,Independiente,0 - 0
Clausura 07,11,22/04/2007,Racing,Belgrano Cba.,3 - 3
Clausura 07,11,22/04/2007,Newell's,Boca,1 - 2
Clausura 07,11,22/04/2007,River,Banfield,2 - 1
Clausura 07,11,22/04/2007,Vélez,Central,0 - 2
Clausura 07,11,22/04/2007,Godoy Cruz,San Lorenzo,1 - 2
Clausura 07,11,22/04/2007,Gimnasia LP,Estudiantes LP,1 - 2
Clausura 07,11,23/05/2007,Lanús,Quilmes,3 - 1
Clausura 07,12,27/04/2007,Belgrano Cba.,Argentinos,0 - 2
Clausura 07,12,27/04/2007,Colón,Arsenal,1 - 1
Clausura 07,12,27/04/2007,Estudiantes LP,Godoy Cruz,1 - 0
Clausura 07,12,28/04/2007,Central,River,0 - 2
Clausura 07,12,28/04/2007,Gimnasia (J),Quilmes,2 - 1
Clausura 07,12,28/04/2007,Independiente,Vélez,1 - 0
Clausura 07,12,29/04/2007,San Lorenzo,Chicago,3 - 2
Clausura 07,12,29/04/2007,Gimnasia LP,Lanús,0 - 1
Clausura 07,12,29/04/2007,Banfield,Newell's,4 - 0
Clausura 07,12,29/04/2007,Boca,Racing,2 - 2
Clausura 07,13,04/05/2007,Arsenal,Belgrano Cba.,4 - 3
Clausura 07,13,04/05/2007,Chicago,Estudiantes LP,1 - 2
Clausura 07,13,05/05/2007,Quilmes,Colón,2 - 1
Clausura 07,13,05/05/2007,Racing,Banfield,1 - 1
Clausura 07,13,05/05/2007,Vélez,San Lorenzo,2 - 1
Clausura 07,13,06/05/2007,Lanús,Gimnasia (J),1 - 1
Clausura 07,13,06/05/2007,Argentinos,Boca,3 - 3
Clausura 07,13,06/05/2007,Newell's,Central,1 - 0
Clausura 07,13,06/05/2007,River,Independiente,1 - 1
Clausura 07,13,06/05/2007,Godoy Cruz,Gimnasia LP,2 - 1
Clausura 07,14,11/05/2007,Independiente,Newell's,1 - 1
Clausura 07,14,11/05/2007,Belgrano Cba.,Quilmes,3 - 0
Clausura 07,14,12/05/2007,Estudiantes LP,Vélez,1 - 1
Clausura 07,14,12/05/2007,Central,Racing,1 - 0
Clausura 07,14,13/05/2007,Colón,Gimnasia (J),3 - 1
Clausura 07,14,13/05/2007,Gimnasia LP,Chicago,2 - 2
Clausura 07,14,13/05/2007,San Lorenzo,River,0 - 0
Clausura 07,14,13/05/2007,Godoy Cruz,Lanús,2 - 2
Clausura 07,14,13/05/2007,Banfield,Argentinos,2 - 1
Clausura 07,14,13/05/2007,Boca,Arsenal,1 - 1
Clausura 07,15,18/05/2007,Arsenal,Banfield,2 - 2
Clausura 07,15,18/05/2007,Argentinos,Central,0 - 0
Clausura 07,15,19/05/2007,Lanús,Colón,3 - 0
Clausura 07,15,19/05/2007,Newell's,San Lorenzo,0 - 1
Clausura 07,15,19/05/2007,Vélez,Gimnasia LP,0 - 0
Clausura 07,15,20/05/2007,Racing,Independiente,1 - 1
Clausura 07,15,20/05/2007,Chicago,Godoy Cruz,0 - 0
Clausura 07,15,20/05/2007,Gimnasia (J),Belgrano Cba.,0 - 0
Clausura 07,15,20/05/2007,River,Estudiantes LP,0 - 1
Clausura 07,15,20/05/2007,Quilmes,Boca,1 - 2
Clausura 07,16,25/05/2007,Independiente,Argentinos,1 - 1
Clausura 07,16,26/05/2007,Chicago,Lanús,2 - 1
Clausura 07,16,26/05/2007,Estudiantes LP,Newell's,4 - 4
Clausura 07,16,27/05/2007,Boca,Gimnasia (J),3 - 1
Clausura 07,16,27/05/2007,Belgrano Cba.,Colón,1 - 3
Clausura 07,16,27/05/2007,Godoy Cruz,Vélez,0 - 2
Clausura 07,16,27/05/2007,Gimnasia LP,River,0 - 3
Clausura 07,16,27/05/2007,San Lorenzo,Racing,3 - 0
Clausura 07,16,27/05/2007,Central,Arsenal,0 - 2
Clausura 07,16,27/05/2007,Banfield,Quilmes,2 - 3
Clausura 07,17,01/06/2007,Vélez,Chicago,2 - 1
Clausura 07,17,01/06/2007,Quilmes,Central,0 - 1
Clausura 07,17,01/06/2007,Argentinos,San Lorenzo,1 - 1
Clausura 07,17,02/06/2007,Arsenal,Independiente,0 - 1
Clausura 07,17,03/06/2007,Lanús,Belgrano Cba.,1 - 1
Clausura 07,17,03/06/2007,Colón,Boca,2 - 1
Clausura 07,17,03/06/2007,Gimnasia (J),Banfield,0 - 1
Clausura 07,17,03/06/2007,Racing,Estudiantes LP,2 - 0
Clausura 07,17,03/06/2007,Newell's,Gimnasia LP,0 - 1
Clausura 07,17,04/06/2007,River,Godoy Cruz,0 - 1
Clausura 07,18,08/06/2007,Vélez,Lanús,1 - 1
Clausura 07,18,09/06/2007,Chicago,River,2 - 2
Clausura 07,18,09/06/2007,Gimnasia LP,Racing,1 - 2
Clausura 07,18,10/06/2007,Central,Gimnasia (J),2 - 0
Clausura 07,18,10/06/2007,Banfield,Colón,0 - 1
Clausura 07,18,10/06/2007,Boca,Belgrano Cba.,1 - 0
Clausura 07,18,10/06/2007,Godoy Cruz,Newell's,1 - 1
Clausura 07,18,10/06/2007,Estudiantes LP,Argentinos,2 - 0
Clausura 07,18,10/06/2007,San Lorenzo,Arsenal,4 - 2
Clausura 07,18,10/06/2007,Independiente,Quilmes,4 - 1
Clausura 07,19,15/06/2007,River,Vélez,3 - 2
Clausura 07,19,15/06/2007,Argentinos,Gimnasia LP,0 - 0
Clausura 07,19,16/06/2007,Colón,Central,3 - 1
Clausura 07,19,16/06/2007,Gimnasia (J),Independiente,1 - 3
Clausura 07,19,16/06/2007,Quilmes,San Lorenzo,1 - 2
Clausura 07,19,16/06/2007,Racing,Godoy Cruz,4 - 2
Clausura 07,19,17/06/2007,Newell's,Chicago,0 - 2
Clausura 07,19,17/06/2007,Lanús,Boca,0 - 0
Clausura 07,19,17/06/2007,Belgrano Cba.,Banfield,3 - 0
Clausura 07,19,17/06/2007,Arsenal,Estudiantes LP,1 - 1
Apertura 07,1,03/08/2007,Colón,Vélez,0 - 1
Apertura 07,1,03/08/2007,Banfield,Estudiantes LP,0 - 3
Apertura 07,1,04/08/2007,Gimnasia LP,Tigre,0 - 1
Apertura 07,1,04/08/2007,Argentinos,San Martín SJ,0 - 1
Apertura 07,1,04/08/2007,Independiente,Lanús,5 - 3
Apertura 07,1,05/08/2007,Olimpo,Racing,0 - 2
Apertura 07,1,05/08/2007,Newell's,San Lorenzo,1 - 0
Apertura 07,1,05/08/2007,Boca,Central,0 - 0
Apertura 07,1,05/08/2007,Huracán,Arsenal,1 - 1
Apertura 07,1,23/08/2007,Gimnasia (J),River,2 - 2
Apertura 07,2,10/08/2007,Arsenal,Colón,2 - 0
Apertura 07,2,10/08/2007,San Martín SJ,San Lorenzo,1 - 2
Apertura 07,2,11/08/2007,Central,Gimnasia LP,2 - 2
Apertura 07,2,11/08/2007,Vélez,Olimpo,3 - 0
Apertura 07,2,11/08/2007,Racing,Banfield,0 - 1
Apertura 07,2,12/08/2007,Estudiantes LP,Gimnasia (J),1 - 0
Apertura 07,2,12/08/2007,Lanús,Huracán,1 - 1
Apertura 07,2,12/08/2007,Tigre,Independiente,0 - 3
Apertura 07,2,12/08/2007,Argentinos,Boca,3 - 2
Apertura 07,2,05/09/2007,River,Newell's,3 - 1
Apertura 07,3,17/08/2007,Gimnasia LP,Argentinos,0 - 2
Apertura 07,3,17/08/2007,Independiente,Central,1 - 0
Apertura 07,3,18/08/2007,Huracán,Tigre,0 - 0
Apertura 07,3,18/08/2007,Colón,Lanús,2 - 1
Apertura 07,3,18/08/2007,Olimpo,Arsenal,1 - 0
Apertura 07,3,18/08/2007,Banfield,Vélez,1 - 0
Apertura 07,3,19/08/2007,Gimnasia (J),Racing,2 - 1
Apertura 07,3,19/08/2007,San Lorenzo,River,1 - 1
Apertura 07,3,19/08/2007,Newell's,Estudiantes LP,2 - 1
Apertura 07,3,19/08/2007,Boca,San Martín SJ,1 - 0
Apertura 07,4,24/08/2007,Tigre,Colón,0 - 2
Apertura 07,4,24/08/2007,Racing,Newell's,2 - 0
Apertura 07,4,25/08/2007,Arsenal,Banfield,0 - 4
Apertura 07,4,25/08/2007,Central,Huracán,0 - 1
Apertura 07,4,25/08/2007,Lanús,Olimpo,2 - 1
Apertura 07,4,25/08/2007,Argentinos,Independiente,0 - 1
Apertura 07,4,25/08/2007,Estudiantes LP,San Lorenzo,1 - 1
Apertura 07,4,26/08/2007,San Martín SJ,River,1 - 0
Apertura 07,4,26/08/2007,Boca,Gimnasia LP,2 - 1
Apertura 07,4,26/08/2007,Vélez,Gimnasia (J),4 - 2
Apertura 07,5,28/08/2007,Banfield,Lanús,1 - 2
Apertura 07,5,28/08/2007,Colón,Central,2 - 0
Apertura 07,5,28/08/2007,Olimpo,Tigre,0 - 1
Apertura 07,5,28/08/2007,San Lorenzo,Racing,4 - 3
Apertura 07,5,29/08/2007,River,Estudiantes LP,4 - 2
Apertura 07,5,29/08/2007,Gimnasia (J),Arsenal,1 - 0
Apertura 07,5,29/08/2007,Independiente,Boca,2 - 3
Apertura 07,5,29/08/2007,Newell's,Vélez,2 - 0
Apertura 07,5,29/08/2007,Huracán,Argentinos,3 - 2
Apertura 07,5,29/08/2007,Gimnasia LP,San Martín SJ,2 - 0
Apertura 07,6,31/08/2007,Tigre,Banfield,1 - 0
Apertura 07,6,31/08/2007,Central,Olimpo,1 - 1
Apertura 07,6,01/09/2007,Lanús,Gimnasia (J),2 - 0
Apertura 07,6,01/09/2007,Argentinos,Colón,2 - 1
Apertura 07,6,01/09/2007,Arsenal,Newell's,1 - 0
Apertura 07,6,01/09/2007,Gimnasia LP,Independiente,1 - 0
Apertura 07,6,02/09/2007,Vélez,San Lorenzo,2 - 0
Apertura 07,6,02/09/2007,San Martín SJ,Estudiantes LP,1 - 0
Apertura 07,6,02/09/2007,Racing,River,1 - 1
Apertura 07,6,02/09/2007,Boca,Huracán,1 - 0
Apertura 07,7,07/09/2007,Gimnasia (J),Tigre,0 - 2
Apertura 07,7,07/09/2007,Olimpo,Argentinos,1 - 1
Apertura 07,7,07/09/2007,Banfield,Central,3 - 2
Apertura 07,7,08/09/2007,Huracán,Gimnasia LP,0 - 1
Apertura 07,7,08/09/2007,Newell's,Lanús,0 - 0
Apertura 07,7,08/09/2007,Independiente,San Martín SJ,2 - 2
